116,153
115,149
117,131
110,132
104,111
116,104
99,105
113,111
137,112
99,108
115,129
99,103
105,105
103,109
107,107
108,102
111,103
108,120
105,126
144,117
106,115
101,174
99,101
103,103
105,103
100,106
107,106
105,115
107,101
104,106
140,106
104,121
105,109
107,117
111,155
106,108
109,106
100,112
117,105
106,114
114,115
152,116
110,104
102,112
120,104
107,110
100,117
103,124
118,112
104,195
101,108
109,108
107,107
109,111
142,116
122,117
100,100
115,115
103,178
112,102
98,105
101,102
98,113
153,147
102,103
104,111
106,107
115,116
105,149
115,113
101,102
104,110
114,118
110,148
102,107
118,111
118,105
111,113
108,151
109,112
103,103
117,112
117,120
113,150
123,100
113,99
109,102
111,115
125,167
136,109
166,103
234,103
116,112
128,156
138,100
119,105
115,103
132,122
108,165
107,101
148,106
112,105
117,117
125,168
106,109
100,116
106,108
119,132
131,168
107,111
124,107
129,110
99,117
119,183
131,113
113,122
101,126
118,121
130,179
140,119
113,116
115,117
105,119
127,192
136,107
109,114
108,117
108,147
126,166
146,107
113,123
121,110
114,135
126,177
143,115
113,113
117,109
117,130
101,180
112,113
115,115
113,104
112,125
109,187
106,119
115,115
109,173
102,174
116,120
107,112
107,125
119,145
117,213
115,120
107,111
112,128
102,205
116,120
111,117
101,127
105,134
115,211
99,125
114,118
113,138
102,207
121,121
115,116
117,138
117,194
134,118
108,114
101,142
103,217
120,112
131,111
114,143
118,196
121,114
108,113
121,124
133,211
101,118
104,112
105,141
121,199
146,114
99,114
103,134
116,236
107,125
146,120
112,125
106,228
112,117
121,115
146,138
103,215
108,116
107,111
117,113
147,175
113,108
102,116
111,117
110,99
160,106
113,110
106,103
113,113
121,106
148,101
103,109
114,113
113,97
126,104
152,124
101,107
118,101
115,115
119,109
168,113
111,111
103,105
116,129
134,104
161,106
108,104
108,107
118,100
121,116
166,110
111,102
117,105
121,110
138,102
160,114
106,105
112,114
118,113
118,123
166,98
109,113
108,120
112,116
119,108
180,101
116,138
104,101
131,109
165,101
124,114
105,119
130,104
137,108
194,111
123,128
111,101
136,111
166,120
117,119
114,101
118,109
141,111
180,138
113,108
113,102
120,110
185,117
113,135
105,102
111,108
135,104
174,117
110,147
112,101
122,119
192,112
119,118
114,160
122,99
195,106
120,101
115,116
133,149
177,104
133,105
112,101
124,121
181,151
132,114
121,108
115,106
190,133
158,115
150,102
131,116
