52,70
60,90
57,65
53,64
54,68
57,61
58,60
54,65
53,64
51,56
52,63
55,59
55,59
52,66
51,60
84,56
47,52
49,53
49,53
49,53
48,55
50,54
47,52
52,53
60,80
53,65
49,50
52,52
52,52
58,60
50,53
52,55
85,49
60,54
51,50
51,51
50,53
48,56
49,51
49,55
51,52
50,56
51,52
57,55
52,53
53,72
52,70
55,106
53,57
53,52
51,52
57,54
52,62
53,59
79,51
71,56
62,55
52,56
51,52
50,63
64,51
49,58
49,52
51,56
49,55
59,58
53,51
52,55
50,53
51,60
56,53
53,56
51,52
54,57
55,54
53,60
89,100
63,65
50,52
49,53
48,57
50,58
48,52
52,54
56,52
54,52
51,54
57,54
53,60
52,50
52,50
57,62
52,60
53,62
56,65
56,65
53,57
58,64
53,67
52,72
59,61
120,63
85,69
57,74
50,70
54,57
50,52
48,56
52,55
51,73
54,106
55,90
50,53
61,61
53,55
50,61
49,52
53,52
57,58
54,55
51,48
57,55
75,65
78,55
52,54
49,56
51,66
60,54
49,53
50,55
51,53
52,60
50,51
64,51
85,67
56,54
65,51
54,55
52,62
66,54
50,51
50,57
63,54
53,59
49,49
64,59
50,53
54,56
59,52
55,50
56,54
54,65
59,56
54,52
52,53
58,59
55,57
61,52
54,51
54,55
62,55
58,56
57,63
59,65
52,51
66,55
55,56
55,71
63,56
58,62
51,60
67,64
49,57
64,53
65,70
59,58
53,50
58,56
60,88
52,79
58,66
56,73
57,75
55,56
58,59
55,63
59,67
56,54
52,52
62,53
54,60
57,59
60,52
54,61
55,52
55,58
58,52
61,56
54,54
61,63
53,58
56,51
60,71
52,52
61,51
53,55
58,54
64,62
54,51
52,59
54,57
60,54
53,49
63,55
51,73
58,60
55,49
59,54
61,68
48,53
55,52
61,55
55,55
53,62
59,58
54,54
51,59
54,54
57,58
53,52
59,56
53,64
49,53
61,56
55,70
58,54
56,52
60,51
53,65
52,54
60,54
56,57
56,66
63,61
53,52
55,57
53,53
59,56
53,52
58,57
53,56
53,68
60,53
60,56
52,57
52,55
52,58
56,54
55,58
73,66
55,52
66,56
57,55
61,73
61,50
65,52
65,65
56,57
61,51
67,55
53,53
65,60
64,51
63,57
64,54
63,59
56,60
66,55
63,61
64,72
54,53
71,58
54,55
51,59
66,55
64,54
51,51
65,55
61,67
50,52
51,59
58,68
54,55
60,52
55,61
58,61
56,51
61,51
51,56
54,52
59,56
54,61
69,57
57,68
54,52
59,58
62,54
53,59
55,60
59,54
52,57
61,54
57,55
58,54
57,70
61,58
52,54
59,59
52,70
53,62
60,58
52,61
51,58
60,65
52,63
50,63
59,65
54,66
52,59
61,60
54,71
56,63
53,61
53,59
56,63
54,63
68,60
60,64
54,54
59,63
54,68
58,62
66,65
56,64
58,59
58,51
74,64
52,50
57,55
60,52
51,63
54,56
59,51
53,55
61,57
52,59
51,54
62,53
51,55
52,55
58,55
52,56
51,70
59,56
53,58
50,51
58,68
53,55
57,52
63,55
55,54
55,60
59,68
61,56
55,52
66,58
53,52
56,58
56,69
61,55
52,59
59,51
54,67
56,54
62,52
54,56
53,54
59,58
56,63
58,59
55,53
61,58
50,59
54,54
66,68
55,55
51,62
56,52
61,66
58,56
56,52
63,55
52,60
60,64
56,63
59,60
51,53
56,57
54,53
54,58
60,54
55,72
57,53
61,54
57,64
59,56
61,53
55,58
54,54
60,58
56,57
57,56
59,55
62,53
49,58
58,53
53,69
65,53
50,55
59,58
53,67
51,54
61,52
54,59
57,69
57,54
58,53
55,58
59,68
55,55
61,52
64,60
50,67
57,54
