97,117
103,173
84,100
80,118
85,107
97,116
117,133
142,86
72,93
71,99
84,98
86,131
79,86
77,76
86,82
85,91
84,125
74,76
120,82
80,76
71,83
80,89
88,90
75,90
83,85
85,97
83,107
84,111
84,83
84,99
90,91
87,82
84,92
114,132
102,108
78,81
72,89
77,81
72,94
81,85
82,87
84,86
76,85
81,80
84,84
83,84
85,89
84,83
84,91
122,85
92,135
78,76
71,81
81,82
81,78
71,79
83,85
80,89
83,85
83,97
83,79
86,90
77,75
85,75
83,84
132,82
93,74
72,82
78,87
72,75
82,114
82,137
103,82
109,80
82,80
105,88
94,92
87,79
81,74
100,81
118,84
150,101
111,88
99,81
94,86
92,89
89,102
89,98
82,93
89,80
72,81
83,79
82,82
83,84
82,79
85,93
88,86
73,81
86,76
83,82
85,81
82,75
88,91
85,121
85,81
84,97
82,82
83,79
91,85
75,74
86,73
76,90
82,91
83,81
84,81
84,80
88,84
74,79
84,98
85,80
85,73
77,85
92,83
92,79
87,97
76,91
87,80
77,83
87,83
78,84
85,88
84,91
77,111
95,89
85,81
84,79
83,81
86,79
80,84
84,92
84,80
81,79
83,83
77,83
82,98
88,91
98,80
85,75
81,82
77,82
98,78
81,95
86,97
85,82
78,84
87,83
79,74
86,85
95,79
85,92
84,105
75,74
81,84
83,79
87,80
84,87
79,88
79,97
89,95
76,80
89,80
81,86
77,78
85,97
86,79
93,79
87,83
79,96
87,99
77,112
87,80
85,75
77,84
96,80
84,78
78,88
86,91
83,92
85,94
82,90
93,112
84,107
86,88
83,79
94,76
85,81
87,82
90,79
101,97
97,91
86,81
80,71
90,74
96,83
80,91
94,87
86,76
83,81
106,80
90,83
85,80
93,91
90,95
77,83
87,80
85,79
76,81
88,83
83,98
74,121
83,104
83,82
97,78
85,85
87,101
76,83
90,88
81,86
77,80
87,78
80,89
94,91
87,80
86,80
78,76
83,83
85,91
91,88
87,74
99,83
84,78
81,86
89,78
75,94
88,117
79,82
83,77
78,76
88,83
83,99
79,75
96,83
85,83
81,73
81,86
86,93
80,93
86,80
78,76
96,83
87,78
81,92
102,99
80,84
80,82
83,82
85,89
78,86
95,78
88,81
78,98
87,80
96,75
83,80
85,84
85,79
97,78
82,130
84,79
78,78
97,84
87,80
78,77
91,78
88,83
87,83
78,127
85,89
79,94
86,80
86,79
77,80
96,77
85,82
84,93
80,96
